,Company,Job,Experience,Salary,Location,Skills
3238,EY India,EY - Consultant/Senior Consultant - Data Science (2-6 yrs),2-6 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Statistical Analyst"
3239,Sun Pharma,Sun Pharma - Senior Manager - Data Science Lead - Commercial IT (6-11 yrs),6-11 Yrs,N/A,Mumbai,"Data Science, Machine Learning, Analytics"
3240,EY GDS,EY GDS - Data Scientist (10-20 yrs),10-20 Yrs,N/A,"Gurgaon/Gurugram, Noida, Bengaluru/Bangalore","Data Scientist, Data Science, Data Management"
3241,E & Y,EY - Data Engineer/Analyst - Data Science - Global Data Office (5-15 yrs),5-15 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Chennai
													+1 more","Data Science, Big4, SQL"
3242,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3243,Lenovo,Lenovo - Data Scientist (4-8 yrs),4-8 Yrs,N/A,Bengaluru/Bangalore,"Data Analytics, Data Modeling, Data Science"
3244,ICICI Prudential Life Insurance co Ltd,Chief Manager - Performance Marketing,7-8 Yrs,N/A,Mumbai,"Analytics, Monitoring, Content strategy"
3245,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3246,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3247,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3248,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3249,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3250,Mastercard,Mastercard - Senior Specialist - Product Development & Innovation - AI Garage Application   (6-9 yrs),6-9 Yrs,N/A,Gurgaon/Gurugram,"Artificial Intelligence, Machine Learning, IT Product Development"
3251,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3252,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3253,Mastercard,Mastercard - Senior Specialist - Product Development & Innovation - AI Garage Application   (6-9 yrs),6-9 Yrs,N/A,Gurgaon/Gurugram,"Artificial Intelligence, Machine Learning, IT Product Development"
3254,Ecom Express,Ecom Express - Data Scientist (2-4 yrs),2-4 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3255,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3256,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3257,Mastercard,Mastercard - Senior Specialist - Product Development & Innovation - AI Garage Application   (6-9 yrs),6-9 Yrs,N/A,Gurgaon/Gurugram,"Artificial Intelligence, Machine Learning, IT Product Development"
3258,Ecom Express,Ecom Express - Data Scientist (2-4 yrs),2-4 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3259,Ecom Express,Ecom Express -  Manager/Senior Manager - Data Science (6-10 yrs),6-10 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Analytics, Data Analytics"
3260,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3261,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3262,Mastercard,Mastercard - Senior Specialist - Product Development & Innovation - AI Garage Application   (6-9 yrs),6-9 Yrs,N/A,Gurgaon/Gurugram,"Artificial Intelligence, Machine Learning, IT Product Development"
3263,Ecom Express,Ecom Express - Data Scientist (2-4 yrs),2-4 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3264,Ecom Express,Ecom Express -  Manager/Senior Manager - Data Science (6-10 yrs),6-10 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Analytics, Data Analytics"
3265,Sun Pharma,Sun Pharma - Senior Manager - Data Science Lead - Commercial IT (6-11 yrs),6-11 Yrs,N/A,Mumbai,"Data Science, Machine Learning, Analytics"
3266,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3267,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3268,Mastercard,Mastercard - Senior Specialist - Product Development & Innovation - AI Garage Application   (6-9 yrs),6-9 Yrs,N/A,Gurgaon/Gurugram,"Artificial Intelligence, Machine Learning, IT Product Development"
3269,Ecom Express,Ecom Express - Data Scientist (2-4 yrs),2-4 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3270,Ecom Express,Ecom Express -  Manager/Senior Manager - Data Science (6-10 yrs),6-10 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Analytics, Data Analytics"
3271,Sun Pharma,Sun Pharma - Senior Manager - Data Science Lead - Commercial IT (6-11 yrs),6-11 Yrs,N/A,Mumbai,"Data Science, Machine Learning, Analytics"
3272,Lenovo,Lenovo - Data Scientist (4-8 yrs),4-8 Yrs,N/A,Bengaluru/Bangalore,"Data Analytics, Data Modeling, Data Science"
3273,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3274,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3275,Mastercard,Mastercard - Senior Specialist - Product Development & Innovation - AI Garage Application   (6-9 yrs),6-9 Yrs,N/A,Gurgaon/Gurugram,"Artificial Intelligence, Machine Learning, IT Product Development"
3276,Ecom Express,Ecom Express - Data Scientist (2-4 yrs),2-4 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3277,Ecom Express,Ecom Express -  Manager/Senior Manager - Data Science (6-10 yrs),6-10 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Analytics, Data Analytics"
3278,Sun Pharma,Sun Pharma - Senior Manager - Data Science Lead - Commercial IT (6-11 yrs),6-11 Yrs,N/A,Mumbai,"Data Science, Machine Learning, Analytics"
3279,Lenovo,Lenovo - Data Scientist (4-8 yrs),4-8 Yrs,N/A,Bengaluru/Bangalore,"Data Analytics, Data Modeling, Data Science"
3280,ICICI Prudential Life Insurance co Ltd,Chief Manager - Performance Marketing,7-8 Yrs,N/A,Mumbai,"Analytics, Monitoring, Content strategy"
3281,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3282,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3283,Mastercard,Mastercard - Senior Specialist - Product Development & Innovation - AI Garage Application   (6-9 yrs),6-9 Yrs,N/A,Gurgaon/Gurugram,"Artificial Intelligence, Machine Learning, IT Product Development"
3284,Ecom Express,Ecom Express - Data Scientist (2-4 yrs),2-4 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3285,Ecom Express,Ecom Express -  Manager/Senior Manager - Data Science (6-10 yrs),6-10 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Analytics, Data Analytics"
3286,Sun Pharma,Sun Pharma - Senior Manager - Data Science Lead - Commercial IT (6-11 yrs),6-11 Yrs,N/A,Mumbai,"Data Science, Machine Learning, Analytics"
3287,Lenovo,Lenovo - Data Scientist (4-8 yrs),4-8 Yrs,N/A,Bengaluru/Bangalore,"Data Analytics, Data Modeling, Data Science"
3288,ICICI Prudential Life Insurance co Ltd,Chief Manager - Performance Marketing,7-8 Yrs,N/A,Mumbai,"Analytics, Monitoring, Content strategy"
3289,EY,EY - Associate Manager - Capital Analytics (6-8 yrs),6-8 Yrs,N/A,"Bengaluru/Bangalore, Karnataka","Analytics, Data Analytics, Data Management"
3290,Tech Mahindra,Tech Mahindra - Artificial Intelligence/Machine Learning Developer/Lead - Python (4-12 yrs),4-12 Yrs,N/A,Mumbai,"Artificial Intelligence, Machine Learning, Python"
3291,Mastercard,Mastercard - Associate Managing Consultant/Advisor - Data & Services Team (4-8 yrs),4-8 Yrs,N/A,Mumbai,"Data Science, Data Analytics, Analytics"
3292,Mastercard,Mastercard - Senior Specialist - Product Development & Innovation - AI Garage Application   (6-9 yrs),6-9 Yrs,N/A,Gurgaon/Gurugram,"Artificial Intelligence, Machine Learning, IT Product Development"
3293,Ecom Express,Ecom Express - Data Scientist (2-4 yrs),2-4 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3294,Ecom Express,Ecom Express -  Manager/Senior Manager - Data Science (6-10 yrs),6-10 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Analytics, Data Analytics"
3295,Sun Pharma,Sun Pharma - Senior Manager - Data Science Lead - Commercial IT (6-11 yrs),6-11 Yrs,N/A,Mumbai,"Data Science, Machine Learning, Analytics"
3296,Lenovo,Lenovo - Data Scientist (4-8 yrs),4-8 Yrs,N/A,Bengaluru/Bangalore,"Data Analytics, Data Modeling, Data Science"
3297,ICICI Prudential Life Insurance co Ltd,Chief Manager - Performance Marketing,7-8 Yrs,N/A,Mumbai,"Analytics, Monitoring, Content strategy"
3298,EY,EY - Associate Manager - Capital Analytics (6-8 yrs),6-8 Yrs,N/A,"Bengaluru/Bangalore, Karnataka","Analytics, Data Analytics, Data Management"
3299,EY,EY - Manager - Data Science & Python (8-14 yrs),8-14 Yrs,N/A,Noida,"Data Science, Data Management, Python"
3300,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3301,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3302,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3303,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3304,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3305,EY India,EY - Senior Consultant/Manager - Campaign Analyst - Financial Services Risk Management (3-10 yrs),3-10 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Kolkata
													+1 more","Risk Management, Analytics, Data Analytics"
3306,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3307,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3308,EY India,EY - Senior Consultant/Manager - Campaign Analyst - Financial Services Risk Management (3-10 yrs),3-10 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Kolkata
													+1 more","Risk Management, Analytics, Data Analytics"
3309,EY,EY GDS - Data Scientist (5-8 yrs),5-8 Yrs,N/A,"Gurgaon/Gurugram, Bengaluru/Bangalore","Data Scientist, Data Science, Predictive Modeling"
3310,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3311,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3312,EY India,EY - Senior Consultant/Manager - Campaign Analyst - Financial Services Risk Management (3-10 yrs),3-10 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Kolkata
													+1 more","Risk Management, Analytics, Data Analytics"
3313,EY,EY GDS - Data Scientist (5-8 yrs),5-8 Yrs,N/A,"Gurgaon/Gurugram, Bengaluru/Bangalore","Data Scientist, Data Science, Predictive Modeling"
3314,EY GDS,EY GDS - Data Scientist - R/Python (5-12 yrs),5-12 Yrs,N/A,N/A,N/A
3315,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3316,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3317,EY India,EY - Senior Consultant/Manager - Campaign Analyst - Financial Services Risk Management (3-10 yrs),3-10 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Kolkata
													+1 more","Risk Management, Analytics, Data Analytics"
3318,EY,EY GDS - Data Scientist (5-8 yrs),5-8 Yrs,N/A,"Gurgaon/Gurugram, Bengaluru/Bangalore","Data Scientist, Data Science, Predictive Modeling"
3319,EY GDS,EY GDS - Data Scientist - R/Python (5-12 yrs),5-12 Yrs,N/A,N/A,N/A
3320,Ernst & Young,EY - Data Science Consultant (1-10 yrs),1-10 Yrs,N/A,N/A,N/A
3321,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3322,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3323,EY India,EY - Senior Consultant/Manager - Campaign Analyst - Financial Services Risk Management (3-10 yrs),3-10 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Kolkata
													+1 more","Risk Management, Analytics, Data Analytics"
3324,EY,EY GDS - Data Scientist (5-8 yrs),5-8 Yrs,N/A,"Gurgaon/Gurugram, Bengaluru/Bangalore","Data Scientist, Data Science, Predictive Modeling"
3325,EY GDS,EY GDS - Data Scientist - R/Python (5-12 yrs),5-12 Yrs,N/A,N/A,N/A
3326,Ernst & Young,EY - Data Science Consultant (1-10 yrs),1-10 Yrs,N/A,N/A,N/A
3327,EY GDS,EY - Data Science Professional - Python/Deep Learning (9-16 yrs),9-16 Yrs,N/A,"Bengaluru/Bangalore, Noida","Machine Learning, Deep Learning, Python"
3328,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3329,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3330,EY India,EY - Senior Consultant/Manager - Campaign Analyst - Financial Services Risk Management (3-10 yrs),3-10 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Kolkata
													+1 more","Risk Management, Analytics, Data Analytics"
3331,EY,EY GDS - Data Scientist (5-8 yrs),5-8 Yrs,N/A,"Gurgaon/Gurugram, Bengaluru/Bangalore","Data Scientist, Data Science, Predictive Modeling"
3332,EY GDS,EY GDS - Data Scientist - R/Python (5-12 yrs),5-12 Yrs,N/A,N/A,N/A
3333,Ernst & Young,EY - Data Science Consultant (1-10 yrs),1-10 Yrs,N/A,N/A,N/A
3334,EY GDS,EY - Data Science Professional - Python/Deep Learning (9-16 yrs),9-16 Yrs,N/A,"Bengaluru/Bangalore, Noida","Machine Learning, Deep Learning, Python"
3335,Ernst & Young,EY - Data Science Consultant (1-4 yrs),1-4 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Business Intelligence, Data Analytics"
3336,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3337,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3338,EY India,EY - Senior Consultant/Manager - Campaign Analyst - Financial Services Risk Management (3-10 yrs),3-10 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Kolkata
													+1 more","Risk Management, Analytics, Data Analytics"
3339,EY,EY GDS - Data Scientist (5-8 yrs),5-8 Yrs,N/A,"Gurgaon/Gurugram, Bengaluru/Bangalore","Data Scientist, Data Science, Predictive Modeling"
3340,EY GDS,EY GDS - Data Scientist - R/Python (5-12 yrs),5-12 Yrs,N/A,N/A,N/A
3341,Ernst & Young,EY - Data Science Consultant (1-10 yrs),1-10 Yrs,N/A,N/A,N/A
3342,EY GDS,EY - Data Science Professional - Python/Deep Learning (9-16 yrs),9-16 Yrs,N/A,"Bengaluru/Bangalore, Noida","Machine Learning, Deep Learning, Python"
3343,Ernst & Young,EY - Data Science Consultant (1-4 yrs),1-4 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Business Intelligence, Data Analytics"
3344,EY GDS (EY Global Delivery Services),EY GDS -Senior Manager - Power BI/ETL/Data Warehouse (10-16 yrs),10-16 Yrs,N/A,"Kochi/Cochin, Thiruvananthapuram","Analytics, Data Analytics, Data Warehousing"
3345,Ernst and Young, EY - Consultant - Business Analyst (0-3 yrs),0-3 Yrs,N/A,Delhi NCR,"Business Analysis, Big4, Data Science"
3346,EY,EY -  Data Scientist (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Kolkata, Hyderabad/Secunderabad","Statistics, SAS, Analytics"
3347,EY India,EY - Senior Consultant/Manager - Campaign Analyst - Financial Services Risk Management (3-10 yrs),3-10 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Kolkata
													+1 more","Risk Management, Analytics, Data Analytics"
3348,EY,EY GDS - Data Scientist (5-8 yrs),5-8 Yrs,N/A,"Gurgaon/Gurugram, Bengaluru/Bangalore","Data Scientist, Data Science, Predictive Modeling"
3349,EY GDS,EY GDS - Data Scientist - R/Python (5-12 yrs),5-12 Yrs,N/A,N/A,N/A
3350,Ernst & Young,EY - Data Science Consultant (1-10 yrs),1-10 Yrs,N/A,N/A,N/A
3351,EY GDS,EY - Data Science Professional - Python/Deep Learning (9-16 yrs),9-16 Yrs,N/A,"Bengaluru/Bangalore, Noida","Machine Learning, Deep Learning, Python"
3352,Ernst & Young,EY - Data Science Consultant (1-4 yrs),1-4 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Business Intelligence, Data Analytics"
3353,EY GDS (EY Global Delivery Services),EY GDS -Senior Manager - Power BI/ETL/Data Warehouse (10-16 yrs),10-16 Yrs,N/A,"Kochi/Cochin, Thiruvananthapuram","Analytics, Data Analytics, Data Warehousing"
3354,Bajaj Finance Ltd.,Bajaj Finance - Lead Engineer - Machine Learning/Data Science (6-10 yrs),6-10 Yrs,N/A,Pune,"Python, Machine Learning, Data Scientist"
3355,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3356,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3357,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3358,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3359,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3360,EXL Service,EXL Service - AVP - General Analytics (7-15 yrs),7-15 Yrs,N/A,"Delhi Ncr, Bengaluru/Bangalore","Data Analytics, Analytics, Data Science"
3361,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3362,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3363,EXL Service,EXL Service - AVP - General Analytics (7-15 yrs),7-15 Yrs,N/A,"Delhi Ncr, Bengaluru/Bangalore","Data Analytics, Analytics, Data Science"
3364,Xtage Technologies,Senior Consultant - Data Science | 4+ Years | Bangalore and Gurgaon,4-9 Yrs,₹ 20 - 35L/yr,"Bengaluru/Bangalore, Gurgaon/Gurugram","Predictive Modeling, Customer Analytics, Marketing Analytics"
3365,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3366,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3367,EXL Service,EXL Service - AVP - General Analytics (7-15 yrs),7-15 Yrs,N/A,"Delhi Ncr, Bengaluru/Bangalore","Data Analytics, Analytics, Data Science"
3368,Xtage Technologies,Senior Consultant - Data Science | 4+ Years | Bangalore and Gurgaon,4-9 Yrs,₹ 20 - 35L/yr,"Bengaluru/Bangalore, Gurgaon/Gurugram","Predictive Modeling, Customer Analytics, Marketing Analytics"
3369,Credit Saison Finance Pvt Ltd,Credit Saison - Risk Analyst (2-5 yrs),2-5 Yrs,N/A,Bengaluru/Bangalore,"Risk Analytics, Risk Modeling, Data Science"
3370,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3371,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3372,EXL Service,EXL Service - AVP - General Analytics (7-15 yrs),7-15 Yrs,N/A,"Delhi Ncr, Bengaluru/Bangalore","Data Analytics, Analytics, Data Science"
3373,Xtage Technologies,Senior Consultant - Data Science | 4+ Years | Bangalore and Gurgaon,4-9 Yrs,₹ 20 - 35L/yr,"Bengaluru/Bangalore, Gurgaon/Gurugram","Predictive Modeling, Customer Analytics, Marketing Analytics"
3374,Credit Saison Finance Pvt Ltd,Credit Saison - Risk Analyst (2-5 yrs),2-5 Yrs,N/A,Bengaluru/Bangalore,"Risk Analytics, Risk Modeling, Data Science"
3375,Antal International,Data Scientist - Tableau/Power BI (3-6 yrs),3-6 Yrs,N/A,Chennai,"Data Science, Data Scientist, Tableau"
3376,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3377,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3378,EXL Service,EXL Service - AVP - General Analytics (7-15 yrs),7-15 Yrs,N/A,"Delhi Ncr, Bengaluru/Bangalore","Data Analytics, Analytics, Data Science"
3379,Xtage Technologies,Senior Consultant - Data Science | 4+ Years | Bangalore and Gurgaon,4-9 Yrs,₹ 20 - 35L/yr,"Bengaluru/Bangalore, Gurgaon/Gurugram","Predictive Modeling, Customer Analytics, Marketing Analytics"
3380,Credit Saison Finance Pvt Ltd,Credit Saison - Risk Analyst (2-5 yrs),2-5 Yrs,N/A,Bengaluru/Bangalore,"Risk Analytics, Risk Modeling, Data Science"
3381,Antal International,Data Scientist - Tableau/Power BI (3-6 yrs),3-6 Yrs,N/A,Chennai,"Data Science, Data Scientist, Tableau"
3382,Crofarm,Crofarm - Data Scientist - Data & Statistical Modeling (3-7 yrs),3-7 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Modeling"
3383,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3384,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3385,EXL Service,EXL Service - AVP - General Analytics (7-15 yrs),7-15 Yrs,N/A,"Delhi Ncr, Bengaluru/Bangalore","Data Analytics, Analytics, Data Science"
3386,Xtage Technologies,Senior Consultant - Data Science | 4+ Years | Bangalore and Gurgaon,4-9 Yrs,₹ 20 - 35L/yr,"Bengaluru/Bangalore, Gurgaon/Gurugram","Predictive Modeling, Customer Analytics, Marketing Analytics"
3387,Credit Saison Finance Pvt Ltd,Credit Saison - Risk Analyst (2-5 yrs),2-5 Yrs,N/A,Bengaluru/Bangalore,"Risk Analytics, Risk Modeling, Data Science"
3388,Antal International,Data Scientist - Tableau/Power BI (3-6 yrs),3-6 Yrs,N/A,Chennai,"Data Science, Data Scientist, Tableau"
3389,Crofarm,Crofarm - Data Scientist - Data & Statistical Modeling (3-7 yrs),3-7 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Modeling"
3390,Piramal Capital Housing Finance,Piramal Capital Housing Finance - Data Scientist Lead/AVP - Risk Modeling - IIT (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Others","Risk Modeling, Risk Analytics, IT Jobs in BFSI"
3391,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3392,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3393,EXL Service,EXL Service - AVP - General Analytics (7-15 yrs),7-15 Yrs,N/A,"Delhi Ncr, Bengaluru/Bangalore","Data Analytics, Analytics, Data Science"
3394,Xtage Technologies,Senior Consultant - Data Science | 4+ Years | Bangalore and Gurgaon,4-9 Yrs,₹ 20 - 35L/yr,"Bengaluru/Bangalore, Gurgaon/Gurugram","Predictive Modeling, Customer Analytics, Marketing Analytics"
3395,Credit Saison Finance Pvt Ltd,Credit Saison - Risk Analyst (2-5 yrs),2-5 Yrs,N/A,Bengaluru/Bangalore,"Risk Analytics, Risk Modeling, Data Science"
3396,Antal International,Data Scientist - Tableau/Power BI (3-6 yrs),3-6 Yrs,N/A,Chennai,"Data Science, Data Scientist, Tableau"
3397,Crofarm,Crofarm - Data Scientist - Data & Statistical Modeling (3-7 yrs),3-7 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Modeling"
